Vehicle ID,Registration State,Vehicle Make,Vehicle Model,Vehicle Year,Insurance Provider,Insurance Policy Type,Insurance Claim History,Policy Expiration Date,Vehicle Condition,Owner Age Group,Accident History
VID01082,IL,Mercedes,Silverado,2023,USAA,Collision,Yes,2025-06-14,Poor,18-25,5
VID01083,NC,Toyota,F-150,2003,USAA,Collision,Yes,2025-07-14,Good,46-60,5
VID01084,MI,Mercedes,Jetta,2010,State Farm,Collision,No,2026-01-22,Poor,46-60,0
VID01085,GA,Ford,Silverado,2007,Liberty Mutual,Comprehensive,Yes,2026-01-28,Poor,36-45,5
VID01086,GA,BMW,Silverado,2021,USAA,Liability,No,2025-12-18,Good,46-60,4
VID01087,CA,Kia,C-Class,2020,USAA,Full Coverage,Yes,2025-06-18,Good,26-35,0
VID01088,NY,Kia,Altima,2014,State Farm,Liability,No,2025-05-22,Good,26-35,1
VID01089,NY,Toyota,Civic,2018,State Farm,Collision,No,2025-10-24,Fair,36-45,5
VID01090,GA,Toyota,C-Class,2003,USAA,Full Coverage,No,2025-11-10,Fair,60+,3
VID01091,PA,Ford,Elantra,2000,Geico,Comprehensive,Yes,2025-05-15,Fair,36-45,3
VID01092,TX,Chevrolet,Elantra,2013,Geico,Liability,Yes,2026-02-02,Fair,60+,2
VID01093,IL,Chevrolet,C-Class,2019,Progressive,Liability,No,2026-01-11,Poor,26-35,5
VID01094,NY,BMW,Silverado,2008,Progressive,Comprehensive,Yes,2026-01-17,Poor,26-35,0
VID01095,FL,Mercedes,Elantra,2002,Allstate,Liability,No,2025-08-14,Poor,60+,4
VID01096,FL,Honda,3 Series,2023,Farmers,Comprehensive,Yes,2025-07-28,Poor,36-45,0
VID01097,CA,Kia,C-Class,2015,Progressive,Liability,Yes,2025-09-14,Good,18-25,3
VID01098,TX,Honda,F-150,2014,Geico,Collision,Yes,2025-05-20,Fair,26-35,1
VID01099,NY,Honda,3 Series,2017,Progressive,Full Coverage,Yes,2025-10-12,Poor,18-25,3
VID01100,OH,Chevrolet,Civic,2013,Progressive,Full Coverage,No,2025-04-30,Poor,18-25,4
VID01101,FL,Toyota,Elantra,2015,Allstate,Comprehensive,Yes,2026-02-18,Fair,60+,2
VID01102,NC,Hyundai,F-150,2004,State Farm,Liability,Yes,2025-11-03,Fair,26-35,1
VID01103,PA,Ford,Civic,2005,USAA,Full Coverage,No,2026-02-07,Poor,60+,5
VID01104,NC,Hyundai,Elantra,2013,Liberty Mutual,Collision,Yes,2025-10-17,Poor,60+,2
VID01105,PA,Nissan,Jetta,2017,Farmers,Collision,Yes,2025-10-07,Poor,36-45,3
VID01106,GA,Chevrolet,C-Class,2003,Farmers,Full Coverage,Yes,2025-09-02,Good,36-45,4
VID01107,FL,Ford,F-150,2006,Liberty Mutual,Liability,Yes,2026-03-23,Good,46-60,2
VID01108,TX,Nissan,Camry,2009,Allstate,Comprehensive,No,2025-10-02,Poor,36-45,3
VID01109,PA,Volkswagen,Sorento,2011,State Farm,Full Coverage,No,2026-03-21,Good,36-45,3
VID01110,NC,Hyundai,Camry,2019,State Farm,Collision,Yes,2026-03-17,Fair,46-60,1
VID01111,IL,Volkswagen,Jetta,2006,State Farm,Full Coverage,Yes,2025-09-01,Fair,18-25,3
VID01112,FL,Nissan,C-Class,2020,State Farm,Collision,No,2026-03-22,Fair,26-35,4
VID01113,NY,Toyota,Jetta,2013,State Farm,Full Coverage,Yes,2025-05-15,Fair,36-45,1
VID01114,OH,Chevrolet,Silverado,2007,Geico,Liability,No,2025-05-24,Good,60+,1
VID01115,IL,Toyota,3 Series,2006,Progressive,Liability,No,2025-11-04,Fair,60+,3
VID01116,FL,Chevrolet,F-150,2022,Liberty Mutual,Collision,Yes,2025-05-16,Fair,46-60,4
VID01117,NY,Chevrolet,Camry,2009,State Farm,Comprehensive,No,2025-08-07,Fair,18-25,2
VID01118,MI,Chevrolet,Silverado,2007,Geico,Collision,Yes,2025-10-16,Poor,18-25,5
VID01119,MI,Nissan,Sorento,2007,Farmers,Collision,No,2025-07-20,Poor,26-35,4
VID01120,TX,Honda,Camry,2004,USAA,Comprehensive,Yes,2026-02-04,Fair,60+,5
VID01121,NY,Chevrolet,Altima,2011,USAA,Full Coverage,No,2025-12-28,Good,46-60,3
VID01122,FL,Volkswagen,Jetta,2006,Liberty Mutual,Liability,Yes,2025-12-18,Fair,60+,1
VID01123,FL,Hyundai,Elantra,2018,Progressive,Collision,Yes,2025-08-02,Good,26-35,5
VID01124,GA,Nissan,3 Series,2013,Allstate,Collision,Yes,2025-12-27,Fair,60+,4
VID01125,CA,Nissan,Altima,2018,Farmers,Collision,Yes,2025-10-13,Fair,60+,1
VID01126,OH,Mercedes,Jetta,2002,Allstate,Liability,No,2026-03-04,Fair,60+,4
VID01127,FL,Kia,F-150,2006,Allstate,Collision,Yes,2025-12-29,Poor,18-25,4
VID01128,MI,Hyundai,3 Series,2009,Geico,Comprehensive,Yes,2025-11-21,Poor,18-25,5
VID01129,OH,Chevrolet,C-Class,2000,Allstate,Full Coverage,No,2025-09-25,Poor,46-60,5
VID01130,GA,Mercedes,Silverado,2005,State Farm,Comprehensive,Yes,2026-01-14,Good,60+,3
VID01131,NY,Mercedes,3 Series,2011,Geico,Full Coverage,No,2025-08-20,Good,26-35,2
VID01132,TX,Chevrolet,Silverado,2017,State Farm,Full Coverage,Yes,2026-02-28,Fair,26-35,1
VID01133,PA,Toyota,C-Class,2005,Liberty Mutual,Comprehensive,Yes,2025-05-15,Good,46-60,5
VID01134,IL,Kia,Altima,2005,Allstate,Comprehensive,No,2025-11-20,Poor,26-35,4
VID01135,PA,Mercedes,Altima,2012,Farmers,Liability,Yes,2025-05-29,Fair,46-60,2
VID01136,NY,Honda,3 Series,2009,State Farm,Full Coverage,Yes,2025-07-17,Fair,60+,2
VID01137,MI,BMW,Elantra,2000,USAA,Collision,No,2025-06-25,Fair,46-60,5
VID01138,FL,BMW,Altima,2017,Allstate,Liability,No,2025-09-29,Fair,18-25,5
VID01139,PA,Ford,3 Series,2012,State Farm,Comprehensive,No,2025-06-17,Poor,60+,2
VID01140,NY,Toyota,Silverado,2022,Progressive,Collision,Yes,2025-07-06,Poor,26-35,5
VID01141,OH,Chevrolet,Silverado,2003,State Farm,Liability,Yes,2025-11-25,Good,36-45,0
VID01142,PA,Chevrolet,Camry,2001,Allstate,Liability,Yes,2025-08-21,Good,60+,0
VID01143,PA,Nissan,Elantra,2006,Liberty Mutual,Liability,No,2025-10-08,Fair,36-45,5
VID01144,PA,Hyundai,Civic,2023,State Farm,Full Coverage,Yes,2025-12-28,Fair,60+,0
VID01145,GA,Honda,3 Series,2014,Allstate,Comprehensive,Yes,2025-10-30,Poor,18-25,1
VID01146,OH,BMW,Camry,2013,Geico,Collision,No,2025-06-14,Poor,36-45,5
VID01147,GA,Ford,Altima,2022,USAA,Comprehensive,Yes,2025-10-22,Poor,26-35,3
VID01148,CA,Chevrolet,Jetta,2007,Liberty Mutual,Full Coverage,No,2026-01-04,Poor,36-45,5
VID01149,NC,Toyota,Civic,2017,USAA,Full Coverage,No,2025-11-29,Fair,26-35,3
VID01150,NY,Volkswagen,Silverado,2022,USAA,Collision,Yes,2025-10-07,Poor,46-60,2
VID01151,PA,Hyundai,Camry,2021,State Farm,Collision,Yes,2025-08-13,Good,18-25,4
VID01152,GA,Nissan,Silverado,2004,USAA,Comprehensive,Yes,2026-02-17,Good,36-45,1
VID01153,NY,Toyota,Camry,2011,Farmers,Liability,No,2026-01-20,Good,18-25,1
VID01154,MI,Ford,Silverado,2002,Progressive,Liability,No,2025-09-01,Good,60+,3
VID01155,IL,Hyundai,Sorento,2008,Geico,Full Coverage,No,2025-09-15,Fair,26-35,1
VID01156,TX,Chevrolet,Camry,2013,Farmers,Collision,No,2025-05-10,Fair,18-25,2
VID01157,OH,Honda,Camry,2011,Liberty Mutual,Full Coverage,Yes,2025-11-26,Good,36-45,1
VID01158,CA,Toyota,Camry,2001,USAA,Full Coverage,No,2025-09-13,Good,26-35,3
VID01159,FL,Volkswagen,Elantra,2011,USAA,Comprehensive,Yes,2025-09-21,Poor,46-60,3
VID01160,NC,BMW,Civic,2005,Farmers,Comprehensive,No,2025-06-11,Poor,46-60,1
VID01161,IL,Nissan,3 Series,2007,Allstate,Full Coverage,Yes,2026-02-28,Good,26-35,4
VID01162,OH,Chevrolet,Silverado,2000,Liberty Mutual,Collision,No,2025-10-14,Good,18-25,0
VID01163,MI,Ford,F-150,2005,Farmers,Full Coverage,No,2025-11-11,Good,26-35,2
VID01164,PA,Chevrolet,Civic,2017,Geico,Comprehensive,Yes,2026-02-19,Poor,36-45,1
VID01165,TX,Volkswagen,Silverado,2016,Allstate,Comprehensive,No,2025-11-20,Fair,60+,2
VID01166,IL,Hyundai,Altima,2020,Geico,Comprehensive,No,2025-09-01,Fair,18-25,0
VID01167,MI,Ford,F-150,2008,Liberty Mutual,Liability,No,2025-05-12,Poor,60+,2
VID01168,MI,BMW,3 Series,2018,Allstate,Full Coverage,Yes,2025-09-25,Good,60+,4
VID01169,TX,BMW,Elantra,2023,Progressive,Full Coverage,Yes,2025-11-12,Fair,18-25,3
VID01170,MI,Volkswagen,Camry,2002,Progressive,Comprehensive,No,2025-07-18,Good,46-60,0
VID01171,PA,Honda,Camry,2010,USAA,Collision,No,2025-11-14,Fair,60+,4
VID01172,NC,Hyundai,C-Class,2017,Allstate,Liability,No,2025-11-25,Poor,60+,0
VID01173,NC,Toyota,Civic,2016,Liberty Mutual,Full Coverage,No,2025-07-07,Fair,26-35,0
VID01174,GA,Mercedes,Elantra,2014,Progressive,Collision,No,2025-07-23,Poor,60+,1
VID01175,CA,Kia,Jetta,2017,Liberty Mutual,Comprehensive,Yes,2026-01-03,Poor,18-25,0
VID01176,NC,Mercedes,Camry,2013,Geico,Comprehensive,Yes,2025-06-25,Good,26-35,2
VID01177,CA,Volkswagen,Silverado,2018,Progressive,Full Coverage,No,2025-12-15,Fair,60+,5
VID01178,GA,Hyundai,Elantra,2011,State Farm,Full Coverage,Yes,2025-11-23,Poor,36-45,3
VID01179,MI,Ford,F-150,2007,Farmers,Comprehensive,No,2025-12-15,Poor,36-45,3
VID01180,FL,Ford,C-Class,2008,Geico,Collision,No,2025-09-22,Poor,36-45,1
VID01181,GA,Kia,C-Class,2001,Farmers,Collision,Yes,2025-11-25,Fair,26-35,1
VID01182,IL,Nissan,C-Class,2011,Farmers,Collision,No,2025-07-03,Good,26-35,1
VID01183,GA,Honda,C-Class,2023,USAA,Comprehensive,Yes,2025-11-16,Poor,46-60,1
VID01184,NC,Hyundai,3 Series,2019,Geico,Liability,No,2025-11-03,Fair,36-45,2
VID01185,NC,Chevrolet,3 Series,2022,USAA,Liability,No,2025-04-29,Poor,46-60,0
VID01186,NY,Mercedes,C-Class,2002,Allstate,Full Coverage,Yes,2025-11-07,Poor,18-25,5
VID01187,GA,Hyundai,Jetta,2004,Geico,Comprehensive,Yes,2025-06-05,Fair,46-60,3
VID01188,NY,Chevrolet,Elantra,2020,State Farm,Liability,No,2025-05-20,Good,36-45,3
VID01189,NC,Volkswagen,Silverado,2008,State Farm,Liability,No,2025-08-03,Poor,26-35,0
VID01190,NC,Volkswagen,Silverado,2011,USAA,Liability,No,2026-01-19,Good,26-35,4
VID01191,PA,Nissan,Elantra,2008,Liberty Mutual,Liability,Yes,2025-07-01,Good,36-45,2
VID01192,MI,Ford,Elantra,2015,Progressive,Comprehensive,Yes,2025-12-06,Fair,18-25,2
VID01193,PA,Nissan,Camry,2007,Progressive,Liability,No,2025-11-19,Poor,18-25,0
VID01194,FL,Nissan,Altima,2005,Farmers,Full Coverage,No,2025-07-12,Good,60+,4
VID01195,GA,Kia,C-Class,2000,Geico,Full Coverage,Yes,2025-10-08,Poor,18-25,2
VID01196,NC,Toyota,Civic,2001,State Farm,Full Coverage,No,2025-09-27,Poor,60+,4
VID01197,PA,Nissan,Silverado,2000,State Farm,Full Coverage,Yes,2025-11-28,Poor,46-60,2
VID01198,NC,Volkswagen,F-150,2021,Liberty Mutual,Collision,No,2025-07-13,Fair,60+,3
VID01199,MI,Hyundai,Sorento,2010,Geico,Full Coverage,Yes,2025-11-24,Fair,60+,2
VID01200,MI,Nissan,Jetta,2022,Liberty Mutual,Full Coverage,Yes,2025-11-09,Fair,18-25,0
VID01201,GA,Toyota,Silverado,2021,State Farm,Collision,Yes,2026-01-17,Good,60+,0
VID01202,NY,Hyundai,Civic,2006,Farmers,Full Coverage,No,2025-09-03,Poor,18-25,0
VID01203,GA,Chevrolet,3 Series,2001,USAA,Liability,No,2025-05-10,Poor,36-45,5
VID01204,TX,BMW,Civic,2017,Liberty Mutual,Comprehensive,Yes,2025-06-13,Poor,60+,5
VID01205,OH,Nissan,3 Series,2016,State Farm,Collision,No,2025-12-08,Poor,18-25,1
VID01206,IL,BMW,3 Series,2017,USAA,Collision,No,2025-05-20,Good,36-45,2
VID01207,CA,Ford,Camry,2008,USAA,Full Coverage,Yes,2026-02-11,Fair,18-25,5
VID01208,IL,BMW,Silverado,2017,USAA,Comprehensive,No,2025-05-29,Fair,36-45,0
VID01209,CA,Chevrolet,Altima,2017,Geico,Collision,No,2026-02-24,Fair,26-35,0
VID01210,GA,Hyundai,Sorento,2003,Liberty Mutual,Collision,No,2025-06-01,Fair,26-35,1
VID01211,NY,Nissan,F-150,2013,Farmers,Full Coverage,Yes,2026-03-09,Fair,26-35,4
VID01212,MI,Volkswagen,Sorento,2012,Geico,Collision,Yes,2025-07-17,Fair,36-45,4
VID01213,FL,Honda,Sorento,2004,USAA,Comprehensive,No,2025-08-15,Fair,26-35,2
VID01214,TX,Chevrolet,3 Series,2004,Geico,Liability,No,2026-01-11,Good,46-60,5
VID01215,OH,Toyota,Altima,2003,State Farm,Collision,No,2025-08-21,Poor,46-60,5
VID01216,CA,Chevrolet,Jetta,2016,Allstate,Liability,No,2026-01-26,Fair,36-45,3
VID01217,NC,Volkswagen,Elantra,2014,Geico,Full Coverage,Yes,2025-07-28,Fair,46-60,1
VID01218,MI,Toyota,Altima,2017,Liberty Mutual,Collision,No,2026-01-24,Fair,18-25,2
VID01219,TX,Nissan,Silverado,2021,Geico,Full Coverage,No,2026-03-23,Good,60+,2
VID01220,CA,Honda,Camry,2015,USAA,Comprehensive,No,2025-06-16,Fair,26-35,2
VID01221,FL,Nissan,Silverado,2016,Progressive,Liability,No,2026-02-25,Good,60+,1
VID01222,GA,Ford,Jetta,2007,Progressive,Full Coverage,Yes,2025-10-23,Good,26-35,4
VID01223,TX,Toyota,C-Class,2003,Geico,Collision,Yes,2025-06-15,Fair,26-35,0
VID01224,GA,Ford,3 Series,2005,Geico,Collision,Yes,2025-07-09,Poor,46-60,5
VID01225,TX,Toyota,3 Series,2008,State Farm,Collision,No,2026-03-01,Poor,46-60,3
VID01226,FL,Toyota,3 Series,2019,Liberty Mutual,Collision,No,2025-09-15,Poor,18-25,4
VID01227,NC,Toyota,Jetta,2004,State Farm,Liability,No,2026-02-12,Fair,18-25,3
VID01228,MI,Chevrolet,Silverado,2015,Farmers,Collision,Yes,2025-06-12,Good,46-60,5
VID01229,GA,Kia,Camry,2000,Liberty Mutual,Liability,Yes,2025-07-20,Good,26-35,4
VID01230,NC,Kia,Camry,2017,USAA,Collision,No,2025-11-07,Fair,18-25,5
VID01231,OH,Toyota,Jetta,2012,USAA,Collision,No,2025-11-03,Good,18-25,0
VID01232,IL,Volkswagen,Jetta,2001,Progressive,Comprehensive,Yes,2025-10-18,Poor,26-35,0
VID01233,FL,Honda,Altima,2019,State Farm,Liability,No,2025-12-06,Good,26-35,3
VID01234,FL,Mercedes,Elantra,2004,Geico,Comprehensive,Yes,2025-10-29,Good,46-60,0
VID01235,CA,Volkswagen,Elantra,2021,Allstate,Collision,No,2025-11-01,Poor,18-25,5
VID01236,OH,BMW,Altima,2006,State Farm,Full Coverage,Yes,2025-12-14,Good,60+,1
VID01237,OH,Honda,Jetta,2005,Liberty Mutual,Comprehensive,No,2026-03-22,Poor,60+,3
VID01238,NY,Ford,F-150,2020,Allstate,Collision,No,2025-09-04,Poor,18-25,3
VID01239,TX,Nissan,F-150,2021,Farmers,Collision,No,2026-01-16,Good,36-45,3
VID01240,NY,Honda,Sorento,2010,Geico,Liability,No,2026-02-23,Poor,46-60,4
VID01241,IL,Volkswagen,Silverado,2007,State Farm,Liability,No,2025-05-09,Good,46-60,0
VID01242,TX,Toyota,Jetta,2002,USAA,Full Coverage,No,2026-03-18,Good,26-35,0
VID01243,OH,Chevrolet,Altima,2023,State Farm,Comprehensive,Yes,2025-09-22,Fair,46-60,2
VID01244,IL,Ford,Jetta,2015,State Farm,Comprehensive,No,2026-01-11,Fair,46-60,0
VID01245,FL,Honda,Camry,2018,Geico,Collision,Yes,2026-01-12,Fair,46-60,2
VID01246,GA,Toyota,Jetta,2009,Progressive,Collision,No,2025-12-13,Good,36-45,0
VID01247,PA,Volkswagen,Sorento,2010,Farmers,Comprehensive,Yes,2026-02-22,Good,60+,2
VID01248,GA,Hyundai,Camry,2010,USAA,Full Coverage,Yes,2025-05-02,Poor,18-25,2
VID01249,NY,Ford,Jetta,2000,Farmers,Collision,Yes,2025-12-16,Poor,60+,4
VID01250,TX,Ford,Civic,2001,Allstate,Full Coverage,No,2026-02-19,Fair,26-35,3
VID01251,IL,Honda,Jetta,2009,USAA,Comprehensive,No,2026-01-30,Poor,18-25,0
VID01252,OH,BMW,Civic,2009,USAA,Liability,No,2025-07-09,Good,26-35,4
VID01253,CA,Honda,Camry,2003,Farmers,Full Coverage,Yes,2025-11-28,Poor,36-45,0
VID01254,NY,Hyundai,F-150,2004,Progressive,Comprehensive,No,2025-05-02,Good,36-45,3
VID01255,IL,Chevrolet,Altima,2016,Geico,Full Coverage,No,2026-02-19,Poor,36-45,3
VID01256,FL,Ford,Camry,2018,USAA,Comprehensive,Yes,2025-06-10,Good,36-45,4
VID01257,OH,BMW,C-Class,2005,Allstate,Comprehensive,No,2025-06-13,Good,18-25,3
VID01258,IL,Mercedes,F-150,2016,Liberty Mutual,Comprehensive,No,2025-09-03,Good,46-60,0
VID01259,PA,Chevrolet,F-150,2013,State Farm,Comprehensive,Yes,2025-06-30,Poor,60+,0
VID01260,IL,BMW,Camry,2015,USAA,Collision,No,2025-10-21,Fair,60+,5
VID01261,PA,Volkswagen,Jetta,2004,Allstate,Full Coverage,No,2025-07-01,Fair,18-25,2
VID01262,NY,Ford,3 Series,2008,State Farm,Comprehensive,Yes,2025-06-03,Poor,26-35,2
VID01263,CA,Kia,Altima,2012,Farmers,Comprehensive,Yes,2025-08-23,Poor,60+,4
VID01264,GA,Chevrolet,Silverado,2012,Progressive,Comprehensive,Yes,2026-01-08,Fair,36-45,3
VID01265,MI,Volkswagen,Silverado,2002,State Farm,Liability,Yes,2025-11-25,Good,36-45,1
VID01266,TX,Nissan,3 Series,2018,Farmers,Collision,Yes,2025-10-07,Good,60+,2
VID01267,CA,Volkswagen,Civic,2012,Allstate,Full Coverage,No,2025-11-23,Fair,36-45,3
VID01268,GA,Ford,Elantra,2012,Farmers,Full Coverage,Yes,2025-09-11,Fair,60+,5
VID01269,OH,Mercedes,F-150,2013,Liberty Mutual,Comprehensive,No,2025-08-05,Poor,46-60,4
VID01270,FL,Volkswagen,F-150,2001,Allstate,Full Coverage,No,2025-08-19,Good,46-60,5
VID01271,CA,Kia,Altima,2010,Allstate,Collision,Yes,2026-03-14,Fair,46-60,3
VID01272,OH,Nissan,Camry,2021,USAA,Liability,No,2025-10-05,Good,60+,1
VID01273,OH,Honda,C-Class,2000,Progressive,Liability,Yes,2025-08-29,Fair,36-45,4
VID01274,MI,Mercedes,C-Class,2003,Progressive,Comprehensive,No,2025-12-30,Good,18-25,0
VID01275,CA,Hyundai,Elantra,2006,USAA,Comprehensive,Yes,2025-11-30,Fair,36-45,1
VID01276,IL,Chevrolet,3 Series,2008,Allstate,Collision,Yes,2025-08-13,Good,36-45,2
VID01277,FL,Chevrolet,Silverado,2008,Progressive,Collision,Yes,2025-12-04,Good,18-25,0
VID01278,OH,Hyundai,C-Class,2021,State Farm,Collision,No,2026-02-17,Fair,46-60,2
VID01279,CA,Chevrolet,Civic,2007,State Farm,Full Coverage,No,2026-01-11,Good,26-35,0
VID01280,CA,BMW,Altima,2020,USAA,Collision,No,2026-01-18,Fair,26-35,5
VID01281,MI,Nissan,C-Class,2015,Liberty Mutual,Liability,No,2025-12-11,Good,60+,2
VID01282,OH,Honda,Jetta,2012,USAA,Liability,No,2025-12-10,Good,18-25,2
VID01283,IL,Nissan,3 Series,2001,Farmers,Liability,No,2026-01-16,Fair,46-60,3
VID01284,IL,Hyundai,Camry,2019,Farmers,Collision,Yes,2026-02-07,Fair,60+,5
VID01285,PA,Hyundai,3 Series,2008,USAA,Liability,Yes,2025-06-16,Fair,46-60,5
VID01286,NY,BMW,Camry,2010,Allstate,Full Coverage,No,2025-07-08,Poor,36-45,4
VID01287,IL,Honda,Elantra,2016,Geico,Collision,No,2025-06-23,Good,46-60,3
VID01288,PA,Toyota,Elantra,2007,USAA,Comprehensive,Yes,2025-12-23,Good,60+,1
VID01289,PA,Kia,C-Class,2016,State Farm,Full Coverage,No,2025-07-02,Good,36-45,2
VID01290,MI,Kia,Altima,2021,Liberty Mutual,Liability,Yes,2025-12-09,Poor,46-60,5
VID01291,PA,Toyota,C-Class,2003,USAA,Full Coverage,No,2026-01-07,Fair,46-60,3
VID01292,NC,Ford,Silverado,2006,Allstate,Collision,No,2025-06-18,Fair,46-60,3
VID01293,GA,Toyota,3 Series,2008,State Farm,Comprehensive,No,2026-02-27,Fair,18-25,0
VID01294,FL,Honda,Silverado,2005,USAA,Comprehensive,No,2026-02-03,Good,46-60,4
VID01295,CA,Nissan,Altima,2015,Liberty Mutual,Full Coverage,No,2025-11-07,Good,26-35,3
VID01296,NY,Honda,Sorento,2010,Liberty Mutual,Full Coverage,No,2025-10-28,Poor,18-25,0
VID01297,MI,Nissan,Civic,2006,Allstate,Comprehensive,No,2025-09-26,Good,60+,5
VID01298,OH,Hyundai,C-Class,2011,State Farm,Liability,No,2025-05-12,Good,18-25,1
VID01299,OH,Toyota,Altima,2002,USAA,Collision,No,2025-05-12,Fair,18-25,1
VID01300,CA,Mercedes,Sorento,2022,State Farm,Collision,No,2025-08-17,Fair,46-60,4
VID01301,NC,Chevrolet,Camry,2015,Allstate,Collision,Yes,2025-07-02,Fair,46-60,2
VID01302,CA,Nissan,3 Series,2020,State Farm,Full Coverage,Yes,2025-05-13,Poor,46-60,4
VID01303,OH,BMW,3 Series,2009,Progressive,Comprehensive,Yes,2025-09-24,Good,60+,2
VID01304,CA,Kia,F-150,2005,State Farm,Liability,No,2025-06-28,Poor,18-25,1
VID01305,MI,Mercedes,Camry,2019,State Farm,Comprehensive,No,2025-06-22,Fair,36-45,5
VID01306,TX,Chevrolet,Jetta,2017,Liberty Mutual,Collision,No,2025-12-28,Fair,60+,1
VID01307,GA,Mercedes,F-150,2011,USAA,Full Coverage,Yes,2025-05-20,Fair,46-60,4
VID01308,NC,Honda,Sorento,2001,Geico,Full Coverage,No,2025-06-04,Fair,60+,0
VID01309,IL,Toyota,3 Series,2005,USAA,Comprehensive,Yes,2025-07-11,Good,46-60,5
VID01310,TX,Hyundai,Camry,2021,USAA,Liability,Yes,2025-09-14,Good,18-25,3
VID01311,NC,Chevrolet,C-Class,2012,State Farm,Collision,Yes,2026-02-02,Poor,46-60,4
VID01312,IL,BMW,Altima,2009,Farmers,Liability,Yes,2026-01-28,Poor,36-45,0
VID01313,MI,Hyundai,Camry,2019,Progressive,Liability,Yes,2025-05-26,Poor,60+,2
VID01314,NC,Toyota,Camry,2021,Geico,Comprehensive,Yes,2025-10-04,Good,26-35,5
VID01315,MI,Volkswagen,Jetta,2011,Liberty Mutual,Comprehensive,Yes,2025-09-22,Good,60+,5
VID01316,PA,Chevrolet,Silverado,2014,Farmers,Comprehensive,No,2025-10-03,Good,18-25,4
VID01317,NY,Ford,Altima,2022,USAA,Full Coverage,No,2025-05-14,Good,46-60,1
VID01318,IL,Nissan,Jetta,2005,USAA,Comprehensive,No,2025-11-29,Fair,60+,4
VID01319,PA,Chevrolet,Camry,2022,Allstate,Full Coverage,Yes,2025-08-05,Poor,36-45,4
VID01320,GA,Hyundai,Jetta,2001,Liberty Mutual,Liability,No,2025-12-29,Poor,36-45,5
VID01321,IL,Toyota,Altima,2021,Progressive,Full Coverage,No,2025-06-21,Good,18-25,1
VID01322,TX,BMW,C-Class,2019,Allstate,Collision,Yes,2026-01-18,Fair,36-45,3
VID01323,IL,Honda,Jetta,2016,Farmers,Liability,No,2025-10-02,Poor,18-25,1
VID01324,MI,Volkswagen,3 Series,2013,USAA,Collision,No,2025-05-09,Good,18-25,5
VID01325,CA,Hyundai,Elantra,2016,Allstate,Full Coverage,No,2026-02-09,Good,60+,3
VID01326,NY,BMW,Silverado,2003,State Farm,Comprehensive,No,2025-05-28,Poor,36-45,4
VID01327,CA,Nissan,F-150,2021,Geico,Full Coverage,No,2026-02-26,Good,36-45,4
VID01328,MI,Honda,Camry,2001,Liberty Mutual,Liability,Yes,2025-09-14,Fair,18-25,3
VID01329,GA,Kia,F-150,2003,Allstate,Full Coverage,Yes,2026-02-28,Fair,26-35,5
VID01330,PA,Nissan,3 Series,2010,USAA,Collision,Yes,2025-05-24,Good,18-25,5
VID01331,IL,BMW,Elantra,2005,Liberty Mutual,Full Coverage,Yes,2025-09-14,Fair,36-45,0
VID01332,IL,Chevrolet,Silverado,2005,Liberty Mutual,Liability,Yes,2025-05-14,Poor,26-35,0
VID01333,CA,Toyota,Civic,2012,Geico,Liability,Yes,2026-01-24,Fair,26-35,3
VID01334,IL,Mercedes,Altima,2010,State Farm,Collision,No,2025-09-01,Good,18-25,0
VID01335,GA,Volkswagen,Elantra,2013,Allstate,Comprehensive,No,2026-03-05,Fair,18-25,4
VID01336,NC,Kia,Civic,2000,Liberty Mutual,Full Coverage,Yes,2025-10-03,Fair,46-60,0
VID01337,MI,Volkswagen,C-Class,2022,State Farm,Liability,No,2026-03-15,Poor,46-60,1
VID01338,MI,Toyota,3 Series,2020,Progressive,Full Coverage,Yes,2025-07-27,Fair,26-35,5
VID01339,OH,Volkswagen,C-Class,2007,Liberty Mutual,Liability,No,2025-07-01,Poor,60+,3
VID01340,FL,Chevrolet,F-150,2003,USAA,Full Coverage,Yes,2025-05-14,Poor,46-60,1
VID01341,GA,Volkswagen,Civic,2003,Progressive,Comprehensive,No,2025-07-20,Good,60+,0
VID01342,TX,Ford,Sorento,2021,Geico,Full Coverage,No,2025-05-03,Good,46-60,2
VID01343,GA,Chevrolet,3 Series,2014,Allstate,Liability,No,2025-05-08,Good,46-60,0
VID01344,NC,Kia,Sorento,2021,Progressive,Collision,No,2025-10-23,Poor,36-45,1
VID01345,GA,Chevrolet,Sorento,2005,Farmers,Full Coverage,No,2025-05-04,Good,18-25,3
VID01346,NY,Honda,Civic,2012,Liberty Mutual,Comprehensive,No,2025-10-13,Fair,36-45,0
VID01347,IL,Hyundai,Camry,2023,Liberty Mutual,Full Coverage,Yes,2025-04-28,Fair,26-35,5
VID01348,NY,Mercedes,Elantra,2007,Progressive,Comprehensive,No,2025-06-13,Good,46-60,4
VID01349,IL,Hyundai,Jetta,2020,Allstate,Full Coverage,No,2025-12-09,Poor,36-45,5
VID01350,MI,BMW,C-Class,2013,USAA,Full Coverage,Yes,2025-04-30,Fair,46-60,5
VID01351,TX,Ford,Altima,2008,Geico,Liability,Yes,2025-12-16,Good,46-60,0
VID01352,NC,BMW,C-Class,2008,Progressive,Full Coverage,Yes,2026-03-23,Fair,26-35,4
VID01353,OH,Honda,Elantra,2002,Geico,Full Coverage,No,2025-05-27,Good,26-35,5
